,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2374,2,1,2,1,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,5,4
2375,1,4,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,4,1
2376,2,1,3,4,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,4,4
2377,2,4,1,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2
2378,2,1,1,4,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,2,1,2
2379,2,1,3,4,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,4,4
2380,2,4,3,1,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,1,5,4
2381,2,1,3,5,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,1,4,4
2382,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,1,4,4
2383,2,4,3,1,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,1,5,4
2384,2,1,3,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,2,4,4
2385,1,1,3,4,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,5,4
2386,2,1,2,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,5,4
2387,2,1,3,1,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,1,3,2
2388,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,2
2389,2,1,2,4,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,5,4
2390,2,4,3,1,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,2,4,4
2391,2,1,3,1,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,4
2392,2,1,2,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,1,4,4
2393,2,1,2,4,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,4,4
2394,2,4,3,1,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,4,4
2395,2,4,3,1,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,5,4
2396,2,1,3,4,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,1,4,4
2397,2,4,3,4,1,4,1,1,2,2,2,3,1,1,2,2,1,1,1,1,2,5,4
2398,2,1,2,5,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,5,4
2399,2,1,3,5,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,5,4
2400,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2
2401,2,4,3,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,4
2402,2,1,3,4,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,4,4
2403,2,4,2,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,4,4
2404,2,4,2,4,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,4,4
2405,2,1,2,1,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,2,4,4
2406,2,1,2,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,2,5,4
2407,2,1,3,5,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,2,5,4
2408,2,1,2,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,1,5,4
2409,2,4,3,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,5,4
2410,2,1,3,4,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,1,4,4
2411,2,4,3,1,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,2,4,4
2412,2,1,2,1,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,4,4
2413,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,4,4
2414,2,1,3,4,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,4,4
2415,2,1,2,1,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,5,4
2416,2,4,3,1,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,2,4,4
2417,2,1,2,1,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,5,4
2418,2,1,2,1,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,5,4
2419,2,4,3,1,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,4,4
2420,2,1,3,1,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,2,5,4
2421,2,1,3,1,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,2,4,4
2422,2,1,2,1,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,4
2423,2,4,3,4,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,5,4
2424,2,1,3,5,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,2,5,4
2425,2,4,3,1,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,2,4,4
2426,1,1,1,6,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,4,4
2427,2,1,3,5,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,5,4
2428,2,4,3,1,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,1,5,4
2429,2,1,3,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,5,4
2430,2,4,3,5,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,2,4,4
2431,2,1,2,5,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,1,5,4
2432,2,1,3,4,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,5,4
2433,2,1,3,4,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,5,4
2434,2,1,3,4,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,1,4,4
2435,2,1,3,4,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,2,5,4
2436,2,4,3,4,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,5,4
2437,2,1,3,5,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,2,4,4
2438,2,4,2,1,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,5,4
2439,2,4,2,5,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,4,4
2440,2,1,2,4,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,2,5,4
2441,2,1,2,4,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,5,4
2442,2,1,3,4,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,5,4
2443,1,1,3,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,2
2444,2,1,2,1,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,4,4
2445,2,1,2,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,5,4
2446,2,1,3,1,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,1,4,4
2447,2,4,3,1,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,2,5,4
2448,2,4,3,1,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,1,4,4
2449,2,4,3,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,5,4
2450,2,4,3,4,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,5,4
2451,2,1,2,4,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,2,5,4
2452,2,1,3,4,2,4,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,3,2
2453,2,1,2,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,5,4
2454,2,1,3,5,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,5,4
2455,2,4,3,1,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,4,4
2456,2,1,2,5,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,5,4
2457,2,1,3,4,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,2,4,4
2458,2,1,3,1,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,5,4
2459,2,1,2,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,4,4
2460,2,1,3,1,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,4,4
2461,2,4,3,4,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,1,5,4
2462,2,1,2,4,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,5,4
2463,2,1,2,4,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,4,4
2464,2,4,3,1,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,2,5,4
2465,2,1,3,4,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,4,4
2466,2,4,3,1,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,4,4
2467,2,1,2,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,1,4,4
2468,2,1,3,1,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,1,5,4
2469,2,1,2,4,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,1,4,4
2470,2,4,3,4,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,4,4
2471,2,1,3,4,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,4,4
2472,2,1,3,1,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,4,4
2473,2,1,2,4,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,2,4,4
2474,2,1,2,4,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,2,5,4
2475,2,1,2,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,4,4
2476,2,1,2,1,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,1,4,4
2477,2,1,2,4,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,1,5,4
2478,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2479,2,1,1,4,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2
2480,2,1,3,4,1,4,1,1,2,7,2,3,1,1,2,2,1,1,1,1,1,4,4
2481,2,1,3,5,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,1,5,4
2482,1,1,1,6,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,2,1,4
2483,2,1,2,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,5,4
2484,2,1,3,5,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,4,4
2485,2,1,2,1,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,2,5,4
2486,2,1,2,5,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,1,4,4
2487,2,1,1,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2
2488,2,4,3,4,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,4,4
2489,2,1,2,4,1,4,1,1,2,2,2,3,1,1,2,2,1,1,1,1,2,4,4
2490,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,4,4
2491,2,1,3,5,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,5,4
2492,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,4,4
2493,2,1,2,4,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,4,4
2494,2,1,3,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,4
2495,1,4,2,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1
2496,2,4,3,1,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,2,5,4
2497,2,1,3,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,1,5,4
2498,2,1,3,5,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,4,4
2499,2,1,2,4,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,4,4
2500,2,4,1,3,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,1,2
2501,2,1,3,1,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3,2
2502,2,1,3,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,4,4
2503,2,4,3,1,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,4,4
2504,2,1,2,5,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,5,4
2505,2,1,2,5,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,5,4
2506,2,1,2,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,5,4
2507,2,4,3,1,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,5,4
2508,2,1,3,4,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,4,4
2509,2,4,3,1,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,1,4,4
2510,2,4,3,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,5,4
2511,2,1,2,5,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,2,4,4
2512,1,1,1,3,2,6,1,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,4
2513,2,4,3,1,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,1,5,4
2514,2,4,3,4,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,5,4
2515,2,4,3,1,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,4,4
2516,2,1,2,1,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,4,4
2517,2,1,3,5,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,1,5,4
2518,2,4,1,3,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2
2519,2,1,2,4,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,5,4
2520,2,1,3,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,4,4
2521,2,4,3,1,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,4,4
2522,2,4,3,1,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,4,4
2523,2,1,2,1,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,5,4
2524,2,1,2,4,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,5,4
2525,2,1,2,1,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,4
2526,2,1,3,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,2,5,4
2527,2,1,2,1,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,5,4
2528,2,1,2,1,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,4,4
2529,2,4,3,1,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,5,4
2530,2,1,2,4,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,4,4
2531,2,1,2,5,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,5,4
2532,2,1,2,1,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,5,4
2533,1,1,3,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,5,5
2534,2,4,3,4,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,1,4,4
2535,2,1,2,5,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,1,4,4
2536,1,1,3,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,4,4
2537,2,1,2,5,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,4
2538,2,1,3,5,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,1,4,4
2539,1,1,3,4,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,3,4,5,4
2540,1,1,3,6,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,4
2541,2,1,3,4,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,4,4
2542,2,4,3,4,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,2,5,4
2543,2,1,3,4,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,2,4,4
2544,2,1,2,4,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,5,4
2545,2,1,2,4,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,4,4
2546,2,4,3,4,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,2,5,4
2547,2,1,3,4,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,5,4
2548,2,1,3,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,4,4
2549,2,1,3,1,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,5,4
2550,2,1,2,1,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,1,4,4
2551,2,4,3,1,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,5,4
2552,2,4,3,1,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,2,4,4
2553,2,4,3,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,1,5,4
2554,2,1,3,4,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,5,4
2555,2,1,2,1,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,4,4
2556,2,1,2,5,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,2,4,4
2557,2,4,3,1,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,2,4,4
2558,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,4,4
2559,2,1,2,1,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,1,5,4
2560,1,1,3,3,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,4,4
2561,2,4,3,1,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,5,4
2562,2,1,2,5,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,2,4,4
2563,2,1,2,1,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,2,5,4
2564,2,4,3,4,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,4,4
2565,2,1,3,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,5,4
2566,1,1,3,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,5,4
2567,2,1,2,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,5,4
2568,2,4,3,4,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,2,4,4
2569,2,4,2,5,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,4,4
2570,2,1,3,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,4,4
2571,1,1,3,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,4,2
2572,2,1,2,1,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,5,4
2573,2,1,2,1,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,4,4
2574,2,1,2,1,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,1,4,4
2575,2,1,2,1,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,5,4
2576,2,1,2,4,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,2,5,4
2577,2,1,2,1,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,1,5,4
2578,2,1,3,4,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,5,4
2579,2,1,2,5,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,5,4
2580,2,1,2,5,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,4,4
2581,2,1,2,4,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,2,4,4
2582,2,4,3,5,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,4,4
2583,2,4,3,1,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,4,4
2584,2,4,3,1,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,4,4
2585,2,1,2,4,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,4,4
2586,2,1,2,4,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,2,5,4
2587,2,1,3,5,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,1,4,4
2588,2,4,3,1,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,4
2589,2,4,3,1,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,2,4,4
2590,2,1,2,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,4
2591,2,1,2,1,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,4,4
2592,2,4,3,1,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,1,5,4
2593,2,4,3,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,2,4,4
2594,1,1,3,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,5
2595,2,1,3,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,5,4
2596,2,1,2,1,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,5,4
2597,2,1,3,4,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,5,4
2598,2,1,3,4,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,5,4
2599,2,1,2,4,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,1,4,4
2600,2,4,3,1,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,5,4
2601,2,4,3,4,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,1,5,4
2602,2,1,2,1,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,1,4,4
2603,2,1,3,5,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,1,5,4
2604,2,4,3,1,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,4,4
2605,1,1,3,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,5
2606,2,1,3,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,4,4
2607,2,4,3,1,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,2,4,4
2608,2,1,3,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,5,4
2609,2,1,3,5,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,4,4
2610,2,1,2,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,5,4
2611,2,4,2,4,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,2,4,4
2612,2,4,3,1,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,2,5,4
2613,2,1,3,4,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,2,5,4
2614,2,4,3,4,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,4,4
2615,2,1,2,1,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,5,4
2616,2,1,2,4,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,2,5,4
2617,2,1,2,4,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,2,5,4
2618,2,1,3,1,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,2,5,4
2619,2,1,2,5,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,5,4
2620,2,4,3,1,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,4,4
2621,2,1,2,5,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,4,4
2622,2,1,3,1,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,5,4
2623,2,4,3,1,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,1,5,4
2624,2,1,2,5,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,2,4,4
2625,2,1,3,4,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,4,4
2626,2,1,2,1,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,2,4,4
2627,1,1,3,4,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,4,4
2628,2,4,3,4,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,4,4
2629,2,1,3,1,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,5,4
2630,2,4,1,1,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,1,3,2
2631,2,4,3,1,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,2,4,4
2632,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,5,4
2633,2,4,2,4,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,4
2634,2,1,2,4,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,2,4,4
2635,2,4,2,5,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,2,4,4
2636,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,5,4
2637,2,1,3,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,4,4
2638,2,4,3,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,4,4
2639,2,1,2,1,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,4,4
2640,2,4,3,1,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,1,5,4
2641,2,1,2,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,4,4
2642,2,1,2,5,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,4,4
2643,2,4,2,1,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,1,4,4
2644,2,1,2,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,2,5,4
2645,2,1,3,4,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,2,5,4
2646,2,4,3,4,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,4
2647,2,4,3,3,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,1,1,2
2648,2,1,2,1,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,4,4
2649,2,1,3,4,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,1,5,4
2650,2,4,2,5,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,5,4
2651,2,1,3,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,4,4
2652,2,1,2,1,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,5,4
2653,2,4,2,1,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,1,5,4
2654,2,1,2,4,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,4,4
2655,2,4,3,1,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,4,4
