,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,human_interference,smell_quality,c_molybdites,spore_color,no_rings
1657,2,4,3,4,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1658,2,4,3,3,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1659,2,1,3,3,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1660,2,4,3,4,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1661,2,1,3,4,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1662,2,1,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
1663,2,1,1,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
1664,2,1,1,3,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1665,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1666,2,1,3,3,2,4,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1667,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1668,2,1,2,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,4,4,1,0,1,1,1
1669,1,4,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
1670,2,1,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
1671,2,1,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
1672,2,4,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
1673,2,1,1,3,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1674,2,4,1,1,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1675,2,1,1,4,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1676,2,1,1,3,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1677,2,4,1,1,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1678,2,4,1,1,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1679,2,1,1,4,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1680,2,2,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
1681,2,1,1,4,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1682,2,1,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
1683,1,4,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
1684,2,4,1,3,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1685,2,4,1,1,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1686,2,4,1,4,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1687,2,4,3,4,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1688,2,1,2,1,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,2,5,4,1,0,1,1,1
1689,2,1,3,1,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,1,5,4,1,0,1,1,1
1690,2,1,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
1691,2,1,3,4,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,5,4,1,0,1,1,1
1692,2,4,3,4,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1693,2,4,1,1,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1694,2,4,1,3,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1695,2,1,3,4,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1696,2,4,1,3,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1697,2,4,3,4,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1698,2,1,3,4,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1699,2,1,1,1,2,4,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1700,2,1,3,1,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,1,5,4,1,0,1,1,1
1701,2,4,1,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1702,2,4,3,1,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1703,1,4,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1704,2,1,3,1,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,5,4,1,0,1,1,1
1705,2,1,3,1,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1706,2,4,3,3,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1707,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,1,1,1
1708,2,4,3,4,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1709,2,1,3,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,4,1,0,1,1,1
1710,2,1,3,3,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1711,2,1,3,4,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1712,2,1,3,1,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,2,4,4,1,0,1,1,1
1713,2,1,1,4,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1714,2,4,3,3,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1715,2,1,3,4,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,1,5,4,1,0,1,1,1
1716,2,1,2,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
1717,2,1,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
1718,2,4,1,4,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1719,2,4,1,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1720,2,4,1,1,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1721,2,4,1,3,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1722,2,1,3,1,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1723,2,1,1,1,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1724,2,2,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
1725,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
1726,2,1,1,1,2,4,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1727,2,4,1,1,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1728,2,1,2,1,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
1729,2,1,1,4,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1730,2,4,1,3,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1731,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
1732,2,4,1,4,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1733,2,1,3,3,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1734,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
1735,2,1,3,1,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1736,2,1,1,1,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1737,2,1,3,1,1,4,1,1,2,7,2,3,1,1,2,2,1,1,1,1,1,4,4,1,0,1,1,1
1738,2,4,1,3,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1739,1,4,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,1,1,1
1740,2,1,3,3,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1741,2,4,3,1,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1742,2,4,1,4,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1743,2,1,3,3,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1744,2,4,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,2,1,0,1,1,1
1745,1,4,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
1746,2,1,3,3,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1747,2,4,3,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,1,1,1
1748,1,4,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
1749,2,4,1,3,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1750,2,1,3,4,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1751,2,4,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
1752,2,1,3,3,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1753,2,1,3,3,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1754,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
1755,2,4,3,1,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1756,2,4,3,4,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1757,2,1,3,1,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1758,2,1,3,1,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,4,4,1,0,1,1,1
1759,2,1,1,4,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1760,2,1,1,4,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1761,2,1,3,3,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1762,2,4,3,4,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1763,2,1,3,1,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,5,4,1,0,1,1,1
1764,2,1,1,3,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1765,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
1766,2,4,1,4,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1767,2,1,1,1,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1768,2,1,3,1,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,4,4,1,0,1,1,1
1769,2,1,2,2,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,5,2,1,0,1,1,1
1770,2,1,1,4,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1771,2,1,3,1,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1772,2,1,3,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1773,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
1774,2,1,3,1,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,1,5,4,1,0,1,1,1
1775,2,1,3,3,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1776,2,1,3,3,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1777,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
1778,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
1779,2,1,1,1,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1780,2,1,3,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
1781,2,4,1,1,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1782,2,1,1,3,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1783,1,4,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1784,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
1785,2,1,3,1,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1786,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1787,2,1,1,4,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1788,2,1,1,4,2,4,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1789,2,1,1,3,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1790,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,1,1,1
1791,2,4,1,3,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1792,2,1,3,1,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1793,2,4,3,1,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1794,2,1,3,1,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1795,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
1796,2,1,3,3,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1797,2,4,1,3,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1798,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
1799,2,4,1,4,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1800,2,4,2,1,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,4,4,1,0,1,1,1
1801,2,1,3,4,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1802,2,1,3,4,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,4,4,1,0,1,1,1
1803,2,1,2,1,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,4,4,1,0,1,1,1
1804,2,4,3,1,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,5,4,1,0,1,1,1
1805,2,4,2,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,4,4,1,0,1,1,1
1806,2,4,1,4,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1807,2,1,3,4,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,5,4,1,0,1,1,1
1808,2,1,2,4,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,4,1,0,1,1,1
1809,2,1,3,4,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1810,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
1811,2,4,3,1,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,4,4,1,0,1,1,1
1812,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
1813,2,1,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
1814,2,1,1,3,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1815,2,1,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
1816,1,1,3,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,3,4,5,2,1,1,1,1,1
1817,2,4,1,1,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1818,2,4,1,3,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1819,2,1,3,1,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,4,4,1,0,1,1,1
1820,2,4,1,1,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1821,2,1,3,1,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1822,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
1823,2,4,3,1,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,2,5,4,1,0,1,1,1
1824,2,1,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
1825,2,4,3,4,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1826,2,1,2,5,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,4,4,1,0,1,1,1
1827,2,4,3,3,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1828,2,1,1,4,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1829,2,1,2,1,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,4,4,1,0,1,1,1
1830,2,1,2,4,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,5,4,1,0,1,1,1
1831,2,1,3,4,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,4,4,1,0,1,1,1
1832,2,4,1,3,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1833,2,1,3,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,1,4,4,1,0,1,1,1
1834,2,1,3,1,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,4,4,1,0,1,1,1
1835,2,1,3,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,2,4,4,1,0,1,1,1
1836,2,1,2,1,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,2,5,4,1,0,1,1,1
1837,2,4,3,3,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1838,2,1,2,1,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,1,5,4,1,0,1,1,1
1839,2,1,1,4,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1840,2,1,3,4,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1841,2,4,3,3,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1842,2,1,2,4,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,4,4,1,0,1,1,1
1843,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
1844,2,1,2,5,1,4,1,1,2,4,2,3,1,1,3,3,1,1,1,1,1,4,4,1,0,1,1,1
1845,2,4,3,3,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1846,2,4,1,4,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1847,2,1,2,4,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,2,4,4,1,0,1,1,1
1848,2,4,3,4,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,1,4,4,1,0,1,1,1
1849,2,1,3,1,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,1,4,4,1,0,1,1,1
1850,2,4,3,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,4,4,1,0,1,1,1
1851,2,1,1,3,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1852,2,1,3,5,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,4,4,1,0,1,1,1
1853,2,1,3,1,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,4,4,1,0,1,1,1
1854,2,1,3,4,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,5,4,1,0,1,1,1
1855,2,1,3,1,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,5,4,1,0,1,1,1
1856,2,1,3,2,1,2,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
1857,2,1,3,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,4,1,0,1,1,1
1858,1,4,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1
1859,2,1,1,3,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1860,2,1,3,5,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,5,4,1,0,1,1,1
1861,2,1,2,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,4,4,1,0,1,1,1
1862,2,1,3,3,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1863,2,1,3,4,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,2,5,4,1,0,1,1,1
1864,2,1,1,4,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1865,2,1,2,5,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,2,5,4,1,0,1,1,1
1866,2,1,2,1,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,2,4,4,1,0,1,1,1
1867,2,1,1,3,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1868,2,1,1,1,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1869,2,1,1,3,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1870,2,1,1,1,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
1871,2,4,3,5,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,5,4,1,0,1,1,1
1872,2,4,3,3,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1873,2,4,3,4,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1874,2,1,2,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,4,1,0,1,1,1
1875,2,1,3,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,5,4,1,0,1,1,1
1876,2,1,2,4,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
1877,2,1,3,5,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,5,4,1,0,1,1,1
1878,2,4,1,1,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
1879,2,1,1,3,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1880,2,1,1,3,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1881,2,1,3,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,2,1,0,1,1,1
1882,2,1,3,5,1,4,1,1,2,7,2,3,1,1,2,2,1,1,1,1,2,4,4,1,0,1,1,1
1883,2,1,3,1,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,5,4,1,0,1,1,1
1884,2,4,3,1,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,1,4,4,1,0,1,1,1
1885,2,4,3,3,1,3,1,2,1,4,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
1886,2,4,3,3,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
1887,1,4,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1888,2,4,3,4,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,1,4,4,1,0,1,1,1
1889,2,1,3,1,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,4,4,1,0,1,1,1
1890,2,1,1,3,2,4,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
